RECID|PLU|BARCD|ADDID|ADDTIME|UPDID|UPDTIME
|10013353|19415007009143|BCN31105.CSV|31/10/2025 06:43:04||
|10013353|9415007009146|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10013360|18992727001707|BCN31105.CSV|31/10/2025 06:43:04||
|10013360|8992727001700|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10013361|18992727001721|BCN31105.CSV|31/10/2025 06:43:04||
|10013361|8992727001724|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10013365|8992846223229|TRF|01/08/2022 00:00:00|TRF|30/10/2025 00:00:00
|10013365|8992846223632|BCN31105.CSV|31/10/2025 06:43:04||
|10013569|18992753710352|BCN31105.CSV|31/10/2025 06:43:04||
|10013569|18992753881700|BCN31105.CSV|31/10/2025 06:43:04||
|10013569|8992753710355|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10013569|8992753851805|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10013569|8992753881703|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10013572|18992753710376|BCN31105.CSV|31/10/2025 06:43:04||
|10013572|18992753883704|BCN31105.CSV|31/10/2025 06:43:04||
|10013572|8992753710379|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10013572|8992753853809|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10013572|8992753883707|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10013738|8993481101231|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10013751|8992928062142|TRF|18/06/2025 00:00:00|TRF|30/10/2025 00:00:00
|10013751|8992928811252|TRF|01/03/2022 00:00:00|TRF|30/10/2025 00:00:00
|10013821|18992770054033|BCN31105.CSV|31/10/2025 06:43:04||
|10013821|28992770054030|BCN31105.CSV|31/10/2025 06:43:04||
|10013821|8992770054036|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10013823|28992770074014|BCN31105.CSV|31/10/2025 06:43:04||
|10013823|8992770074010|TRF|19/12/2023 00:00:00|TRF|30/10/2025 00:00:00
|10013885|18992741945469|BCN31105.CSV|31/10/2025 06:43:04||
|10013885|8992741945462|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10014035|28886020209205|BCN22024.CSV|22/02/2024 06:27:48|BCN31105.CSV|31/10/2025 06:43:04
|10014035|8886020209201|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10014036|28886020209304|BCN22024.CSV|22/02/2024 06:27:48|BCN31105.CSV|31/10/2025 06:43:04
|10014036|8886020209300|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10014129|8994112731216|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10014129|8994112739106|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10014168|18992759114345|BCN31105.CSV|31/10/2025 06:43:04||
|10014168|8992759114348|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10014263|08999999011277|BCN31105.CSV|31/10/2025 06:43:04||
|10014263|08999999017026|BCN31105.CSV|31/10/2025 06:43:04||
|10014263|08999999198336|BCN31105.CSV|31/10/2025 06:43:04||
|10014263|8992747200220|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10014263|8999999407889|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10014263|8999999407919|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10014263|8999999409913|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10014292|0089686060461|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10014292|10089686060468|BCN31105.CSV|31/10/2025 06:43:04||
|10014293|0089686060362|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10014293|10089686060369|BCN31105.CSV|31/10/2025 06:43:04||
|10014404|09556001051585|BCN31105.CSV|31/10/2025 06:43:04||
|10014404|9556001051509|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10014526|8991906101071|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10014526|8991906151076|BCN31105.CSV|31/10/2025 06:43:04||
|10014528|8991906101125|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10014528|8991906151120|BCN31105.CSV|31/10/2025 06:43:04||
|10014547|18998866603895|BCN31105.CSV|31/10/2025 06:43:04||
|10014547|8998866603898|TRF|08/07/2025 00:00:00|TRF|30/10/2025 00:00:00
|10014567|18992727001745|BCN31105.CSV|31/10/2025 06:43:04||
|10014567|8992727001748|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10014740|8991102027045|BCN31105.CSV|31/10/2025 06:43:04||
|10014740|8991102027465|BCN31105.CSV|31/10/2025 06:43:04||
|10014740|8991102100748|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10014741|143679|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10014741|8991102027038|BCN31105.CSV|31/10/2025 06:43:04||
|10014741|8991102101400|BCN31105.CSV|31/10/2025 06:43:04||
|10014741|8991102999991|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015124|144447|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015124|18992753016485|BCN31105.CSV|31/10/2025 06:43:04||
|10015124|18992753102508|BCN31105.CSV|31/10/2025 06:43:04||
|10015124|8992753102006|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015124|8992753102303|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015367|010294|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015436|8888021200546|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015436|8999002525012|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015438|8999002245125|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015461|18993417001373|BCN31105.CSV|31/10/2025 06:43:04||
|10015461|8993417001376|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015526|8998899001036|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015532|28886008101330|BCN31105.CSV|31/10/2025 06:43:04||
|10015532|8886008101336|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015550|8993138142204|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015650|08992626407770|BCN31105.CSV|31/10/2025 06:43:04||
|10015650|08992696407770|BCN31105.CSV|31/10/2025 06:43:04||
|10015650|8992696407701|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015651|08992626407763|BCN31105.CSV|31/10/2025 06:43:04||
|10015651|08992696407763|BCN31105.CSV|31/10/2025 06:43:04||
|10015651|8992696407695|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015652|08992696407756|BCN31105.CSV|31/10/2025 06:43:04||
|10015652|8992696407688|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015653|08992696407749|BCN31105.CSV|31/10/2025 06:43:04||
|10015653|8992696407671|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015684|8885015220078|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015684|8992695213440|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015698|09556001222350|BCN31105.CSV|31/10/2025 06:43:04||
|10015698|9556001184795|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015698|9556001222343|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015698|9556001752109|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015814|18888900515041|BCN31105.CSV|31/10/2025 06:43:04||
|10015814|8888900515044|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015954|8888327831130|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10015954|8888327833172|BCN31105.CSV|31/10/2025 06:43:04||
|10016064|18993417001366|BCN31105.CSV|31/10/2025 06:43:04||
|10016064|8993417001369|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10016079|18992946511797|BCN31105.CSV|31/10/2025 06:43:04||
|10016079|18992946521420|BCN31105.CSV|31/10/2025 06:43:04||
|10016079|8992946511790|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10016170|18992709223012|BCN31105.CSV|31/10/2025 06:43:04||
|10016170|18992760223012|BCN31105.CSV|31/10/2025 06:43:04||
|10016170|8992760223015|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10016198|08999777002619|BCN31105.CSV|31/10/2025 06:43:04||
|10016198|08999777003982|BCN31105.CSV|31/10/2025 06:43:04||
|10016198|8999777001131|BCN31105.CSV|31/10/2025 06:43:04||
|10016198|8999777002619|BCN31105.CSV|31/10/2025 06:43:04||
|10016198|8999777090579|TRF|09/03/2023 00:00:00|TRF|30/10/2025 00:00:00
|10016209|14902430516874|BCN31105.CSV|31/10/2025 06:43:04||
|10016209|4902430436113|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10016209|4902430516877|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10016209|9556076000273|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10016209|9556076007173|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10016210|14902430516164|BCN31105.CSV|31/10/2025 06:43:04||
|10016210|4902430516167|TRF|28/02/2023 00:00:00|TRF|30/10/2025 00:00:00
|10016210|9556076000303|TRF|28/02/2023 00:00:00|TRF|30/10/2025 00:00:00
|10016210|9556076007197|TRF|28/02/2023 00:00:00|TRF|30/10/2025 00:00:00
|10016317|18992727001653|BCN31105.CSV|31/10/2025 06:43:04||
|10016317|8992727001656|TRF|26/02/2024 00:00:00|TRF|30/10/2025 00:00:00
|10016469|4719907120013|TRF|07/12/2023 00:00:00|TRF|30/10/2025 00:00:00
|10016469|4719930030068|TRF|07/12/2023 00:00:00|TRF|30/10/2025 00:00:00
|10016500|8993207568355|TRF|16/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10016520|0089686190014|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10016520|089686190014|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10016646|0089686420678|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10016646|10089686421207|BCN31105.CSV|31/10/2025 06:43:04||
|10016650|18991001780499|BCN31105.CSV|31/10/2025 06:43:04||
|10016650|8991001780492|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10016716|8992933215113|TRF|01/08/2022 00:00:00|TRF|30/10/2025 00:00:00
|10016716|8992933215212|BCN31105.CSV|31/10/2025 06:43:04||
|10016718|8992933213119|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10016718|8992933213218|BCN31105.CSV|31/10/2025 06:43:04||
|10016719|8992933211115|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10016719|8992933211214|BCN31105.CSV|31/10/2025 06:43:04||
|10016755|8993176812022|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10016755|8993176812169|BCN31105.CSV|31/10/2025 06:43:04||
|10016785|8991102026505|BCN31105.CSV|31/10/2025 06:43:04||
|10016785|8991102100823|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10016785|8991102101271|BCN31105.CSV|31/10/2025 06:43:04||
|10016793|8992933214116|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10016793|8992933214215|BCN31105.CSV|31/10/2025 06:43:04||
|10017484|8997052500164|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10017675|8886015409289|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10017886|14987176060409|BCN31105.CSV|31/10/2025 06:43:04||
|10017886|3014260712174|BCN31105.CSV|31/10/2025 06:43:04||
|10017886|3014260825782|BCN31105.CSV|31/10/2025 06:43:04||
|10017886|4987176060402|TRF|23/04/2024 00:00:00|TRF|30/10/2025 00:00:00
|10017886|4987176060419|BCN31105.CSV|31/10/2025 06:43:04||
|10017886|8888826021353|TRF|23/04/2024 00:00:00|TRF|30/10/2025 00:00:00
|10018154|8992907141004|TRF|08/07/2025 00:00:00|TRF|30/10/2025 00:00:00
|10018460|8993094003168|TRF|23/08/2023 00:00:00|TRF|30/10/2025 00:00:00
|10018962|05633906|BCN31105.CSV|31/10/2025 06:43:04||
|10018962|18886030633901|BCN31105.CSV|31/10/2025 06:43:04||
|10018962|8886030633904|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10019004|8993207569567|TRF|16/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10019114|4902508138918|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10019118|18992222051399|BCN31105.CSV|31/10/2025 06:43:04||
|10019118|8992222051392|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10019513|8992796157315|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10019614|18998009010917|BCN31105.CSV|31/10/2025 06:43:04||
|10019614|8998009010910|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10019615|18998009010924|BCN31105.CSV|31/10/2025 06:43:04||
|10019615|8998009010927|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10019725|14902430428313|BCN31105.CSV|31/10/2025 06:43:04||
|10019725|14902430442029|BCN31105.CSV|31/10/2025 06:43:04||
|10019725|4902430026888|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10019725|4902430058162|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10019725|4902430104999|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10019725|4902430105019|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10019725|4902430200899|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10019725|4902430250160|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10019725|4902430428316|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10019725|4902430442022|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10020144|8991102026536|BCN31105.CSV|31/10/2025 06:43:04||
|10020144|8991102100861|TRF|26/04/2022 00:00:00|TRF|30/10/2025 00:00:00
|10020144|8991102103213|BCN31105.CSV|31/10/2025 06:43:04||
|10020147|19415007009815|BCN31105.CSV|31/10/2025 06:43:04||
|10020147|9415007009818|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10020193|8992802140119|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10020195|4987176000552|TRF|21/03/2025 00:00:00|TRF|30/10/2025 00:00:00
|10020713|89982881000119|BCN31105.CSV|31/10/2025 06:43:04||
|10020713|8998288100043|TRF|16/10/2023 00:00:00|TRF|30/10/2025 00:00:00
|10020784|08999999011475|BCN31105.CSV|31/10/2025 06:43:04||
|10020784|08999999158453|BCN31105.CSV|31/10/2025 06:43:04||
|10020784|8990121011073|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10021003|89982881000102|BCN31105.CSV|31/10/2025 06:43:04||
|10021003|8998288410005|TRF|16/10/2023 00:00:00|TRF|30/10/2025 00:00:00
|10021008|8995177102058|TRF|23/03/2022 00:00:00|TRF|30/10/2025 00:00:00
|10021008|8995177102065|BCN31105.CSV|31/10/2025 06:43:04||
|10021010|8995177101112|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10021010|8995177101129|BCN31105.CSV|31/10/2025 06:43:04||
|10021949|0089686542530|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10022100|8991389223215|TRF|01/09/2023 00:00:00|TRF|30/10/2025 00:00:00
|10022101|8991389223208|TRF|01/09/2023 00:00:00|TRF|30/10/2025 00:00:00
|10022101|8991389223284|TRF|30/10/2025 00:00:00||
|10022118|18992717781183|BCN31105.CSV|31/10/2025 06:43:04||
|10022118|18992717880268|BCN31105.CSV|31/10/2025 06:43:04||
|10022118|28992717781029|BCN31105.CSV|31/10/2025 06:43:04||
|10022118|8992717781025|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10022197|0089686535259|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10022197|10089686535256|BCN31105.CSV|31/10/2025 06:43:04||
|10022197|155168|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10022248|8995028300008|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10022333|155362|TRF|01/09/2023 00:00:00|TRF|30/10/2025 00:00:00
|10022333|4970129724452|TRF|01/09/2023 00:00:00|TRF|30/10/2025 00:00:00
|10022534|18994907002702|BCN31105.CSV|31/10/2025 06:43:04||
|10022534|7118441101378|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10022742|18997033700207|BCN31105.CSV|31/10/2025 06:43:04||
|10022742|8886007811113|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10023002|18992779159906|BCN31105.CSV|31/10/2025 06:43:04||
|10023002|28992779159309|BCN31105.CSV|31/10/2025 06:43:04||
|10023002|8992779159909|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10023003|28992779160305|BCN31105.CSV|31/10/2025 06:43:04||
|10023003|8992779160905|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10023206|8998667300347|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10023206|8998667700185|BCN31105.CSV|31/10/2025 06:43:04||
|10023214|9556564802709|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10023618|8992933216110|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10023618|8992933216219|BCN31105.CSV|31/10/2025 06:43:04||
|10023747|8998007990245|TRF|12/01/2023 00:00:00|TRF|30/10/2025 00:00:00
|10023779|08992696407794|BCN31105.CSV|31/10/2025 06:43:04||
|10023779|8992696407725|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10023780|08992696407800|BCN31105.CSV|31/10/2025 06:43:04||
|10023780|8992696410312|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10023789|18998866200308|BCN31105.CSV|31/10/2025 06:43:04||
|10023789|8998866200301|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10023790|18998866200315|BCN31105.CSV|31/10/2025 06:43:04||
|10023790|8998866200318|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10023791|18998866200339|BCN31105.CSV|31/10/2025 06:43:04||
|10023791|8998866200332|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10023791|8999886620032|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10023792|18998866200322|BCN31105.CSV|31/10/2025 06:43:04||
|10023792|8998866200325|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10023833|8991001003645|BCN31105.CSV|31/10/2025 06:43:04||
|10023833|8991001502254|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10024188|8993110000171|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10024188|8993110000805|BCN31105.CSV|31/10/2025 06:43:04||
|10024189|8993110000188|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10024189|8993110000812|BCN31105.CSV|31/10/2025 06:43:04||
|10024229|18993417162128|BCN31105.CSV|31/10/2025 06:43:04||
|10024229|8993417162138|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10024523|8993989311668|BCN31105.CSV|31/10/2025 06:43:04||
|10024523|8993989311699|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10024555|4005401190455|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10024555|8997214294986|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025006|08992696428270|BCN31105.CSV|31/10/2025 06:43:04||
|10025006|8992696409910|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025006|8992696417656|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025006|8992696424555|BCN31105.CSV|31/10/2025 06:43:04||
|10025006|8992696428263|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025006|8992696428270|BCN31105.CSV|31/10/2025 06:43:04||
|10025075|8993207571317|TRF|16/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025295|8999909005860|BCN31105.CSV|31/10/2025 06:43:04||
|10025295|8999909010567|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025301|19556174802219|BCN31105.CSV|31/10/2025 06:43:04||
|10025301|9556174802212|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025325|0089686700015|TRF|15/03/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025326|0089686700114|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025326|10089686710110|BCN31105.CSV|31/10/2025 06:43:04||
|10025373|8992802033213|BCN31105.CSV|31/10/2025 06:43:04||
|10025373|8992802618731|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025410|08999999018825|BCN31105.CSV|31/10/2025 06:43:04||
|10025410|08999999188764|BCN31105.CSV|31/10/2025 06:43:04||
|10025410|8999999707774|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025411|08999999188757|BCN31105.CSV|31/10/2025 06:43:04||
|10025411|8999999707781|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025415|8993207571386|TRF|16/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025416|8993207571393|TRF|16/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025417|8993207571409|TRF|16/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025449|8992933241112|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025449|8992933241211|BCN31105.CSV|31/10/2025 06:43:04||
|10025484|18992946512282|BCN31105.CSV|31/10/2025 06:43:04||
|10025484|8992946512285|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025645|8886022950538|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025646|18886030653916|BCN31105.CSV|31/10/2025 06:43:04||
|10025646|8886030653919|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025846|8990057406202|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025848|8990057406301|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025991|9556156003385|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10025991|9556156033948|BCN31105.CSV|31/10/2025 06:43:04||
|10026038|18999099920988|BCN31105.CSV|31/10/2025 06:43:04||
|10026038|8999099033117|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10026038|8999099920981|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10026500|18995077600224|BCN31105.CSV|31/10/2025 06:43:04||
|10026500|8995077600227|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10026501|0011747233149|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10026501|18995077600187|BCN31105.CSV|31/10/2025 06:43:04||
|10026501|8995077600166|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10026612|08999999018870|BCN31105.CSV|31/10/2025 06:43:04||
|10026612|08999999189211|BCN31105.CSV|31/10/2025 06:43:04||
|10026612|8999999706661|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10026626|160278|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10026626|8992832601161|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10026930|19550906060008|BCN31105.CSV|31/10/2025 06:43:04||
|10026930|19556006060008|BCN31105.CSV|31/10/2025 06:43:04||
|10026930|9556006060001|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10027090|14800318407736|BCN31105.CSV|31/10/2025 06:43:04||
|10027090|4800318407739|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10027090|9310042267806|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10027167|08999999066024|BCN31105.CSV|31/10/2025 06:43:04||
|10027167|8999999005580|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10027192|8993207571683|TRF|16/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10027329|8992745120186|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10027329|89927451201862|BCN31105.CSV|31/10/2025 06:43:04||
|10027389|0089686380262|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10027389|18992696401140|BCN31105.CSV|31/10/2025 06:43:04||
|10027468|18886020201240|BCN31105.CSV|31/10/2025 06:43:04||
|10027468|28886020201247|BCN16122.CSV|16/12/2022 06:49:33|BCN31105.CSV|31/10/2025 06:43:04
|10027468|8886020201243|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10027527|18998888710519|BCN31105.CSV|31/10/2025 06:43:04||
|10027527|8998888710512|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10027529|8998888710543|TRF|24/06/2025 00:00:00|TRF|30/10/2025 00:00:00
|10027546|010225|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10027672|8992775311325|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10027672|8992775901434|BCN31105.CSV|31/10/2025 06:43:04||
|10027768|18888900600112|BCN31105.CSV|31/10/2025 06:43:04||
|10027768|8888900600115|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10027952|18888900610111|BCN31105.CSV|31/10/2025 06:43:04||
|10027952|8888900610114|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10028140|8991102023177|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10028190|8801056154011|TRF|10/07/2025 00:00:00|TRF|30/10/2025 00:00:00
|10028390|8991115040093|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10028390|8991115040109|BCN31105.CSV|31/10/2025 06:43:04||
|10028410|28995102702128|BCN31105.CSV|31/10/2025 06:43:04||
|10028410|8995102702124|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10028410|8998008165130|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10028422|18992779272308|BCN31105.CSV|31/10/2025 06:43:04||
|10028422|8992779272301|TRF|01/03/2022 00:00:00|TRF|30/10/2025 00:00:00
|10028422|8992779272308|BCN31105.CSV|31/10/2025 06:43:04||
|10028501|002400|BCN31105.CSV|31/10/2025 06:43:04||
|10028501|4800136111016|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10028501|8993113232067|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10028501|8993237343014|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10028574|002474|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10028574|8995757902498|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10028574|8995757902658|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
|10028574|8997019300134|TRF|13/02/2022 00:00:00|TRF|30/10/2025 00:00:00
